"","Age","Years.of.Experience","Number.of.Vehicles","Gender","Married","Losses.in.Thousands"
"14237",23,5,"4","M","Single",213.1314131
"8964",45,25,"3","M","Married",361.1530109
"2242",36,19,"1","M","Married",359.1130124
"12188",50,32,"3","M","Single",420.3676325
"6132",34,15,"2","F","Married",329.2801738
"3435",23,4,"2","M","Married",608.2682405
"7642",62,43,"2","M","Single",19.84465222
"756",16,0,"1","F","Single",516.8054766
"8990",36,19,"3","F","Married",368.9880854
"10847",29,10,"3","F","Married",312.0352054
"12196",40,22,"3","M","Single",248.0955132
"3269",65,46,"2","F","Single",136.6277081
"1803",70,52,"1","F","Married",39.86574338
"1512",60,42,"1","M","Married",151.2964501
"10108",41,21,"3","F","Single",216.9474854
"4753",63,44,"2","M","Single",122.490126
"8182",19,2,"3","M","Single",909.7073767
"8740",64,47,"3","M","Single",150.7902049
"13011",34,15,"4","F","Single",417.824665
"9805",20,3,"3","F","Married",405.0870183
"3136",60,41,"2","F","Single",38.87372586
"7220",53,36,"2","M","Single",458.4681505
"13636",23,6,"4","F","Single",768.3254987
"10469",43,22,"3","M","Married",187.5931491
"6435",46,26,"2","F","Married",222.6129854
"12987",70,52,"4","F","Married",137.3271349
"5458",21,4,"2","M","Married",266.2417314
"8881",61,40,"3","M","Married",148.7518968
"69",44,25,"1","F","Single",447.2328034
"10243",17,0,"3","M","Single",629.7962025
"4866",68,51,"2","M","Married",67.09859785
"15036",17,0,"4","F","Married",308.0193194
"2804",69,50,"2","M","Married",677.7201767
"13284",61,40,"4","F","Married",55.15691526
"1887",61,43,"1","F","Single",221.2043504
"8124",23,6,"3","M","Single",1154.024463
"5981",41,22,"2","M","Married",204.2078793
"13934",19,0,"4","F","Married",218.2815363
"12222",16,0,"3","M","Married",355.6553901
"9635",35,15,"3","M","Single",316.4754963
"12617",29,11,"3","M","Single",553.4949769
"11986",51,34,"3","F","Married",468.4252814
"3739",45,27,"2","F","Single",387.9520813
"10439",24,7,"3","F","Single",753.9013475
"13250",24,7,"4","F","Married",388.8024772
"1714",20,3,"1","F","Married",340.5856515
"11537",54,34,"3","F","Single",442.1869973
"8807",27,8,"3","F","Single",484.3969299
"1464",38,19,"1","F","Married",361.9043137
"12453",63,46,"3","M","Single",171.8706404
"4484",63,45,"2","M","Married",74.96116919
"9301",41,20,"3","F","Married",153.4046273
"6147",18,1,"2","M","Single",878.6432238
"694",54,37,"1","M","Single",401.34274
"11221",68,50,"3","F","Single",270.8397673
"6925",51,30,"2","F","Single",311.0094363
"15027",19,0,"4","M","Married",937.03371
"4810",18,0,"2","M","Married",469.4447224
"8559",68,48,"3","F","Single",342.5345692
"11750",42,24,"3","M","Married",528.6530207
"4101",68,51,"2","M","Single",44.3808888
"8025",22,5,"3","F","Married",275.7064957
"8767",25,8,"3","F","Married",313.1366249
"5407",66,49,"2","M","Married",42.54560578
"3293",66,47,"2","M","Single",153.0128534
"10927",41,20,"3","M","Single",484.5409196
"3349",56,35,"2","M","Single",468.5555107
"1590",36,18,"1","M","Single",589.4040255
"14066",40,20,"4","F","Married",308.5336043
"366",17,0,"1","F","Married",479.4391977
"1429",54,37,"1","F","Married",320.885311
"10615",19,1,"3","F","Single",575.6223618
"3248",16,0,"2","F","Married",411.69064
"3544",45,27,"2","M","Married",357.3396368
"8685",16,0,"3","M","Married",1501.75855
"3572",67,50,"2","F","Married",171.2743369
"4834",41,24,"2","M","Married",354.2510202
"14547",49,32,"4","M","Married",179.1359401
"14498",17,0,"4","F","Single",246.2737827
"1617",61,44,"1","M","Single",103.0438125
"13038",16,0,"4","F","Single",498.5867323
"14634",64,47,"4","F","Single",448.5428067
"14154",62,43,"4","M","Single",111.4821338
"1964",49,30,"1","F","Married",386.9751075
"14537",24,7,"4","F","Married",147.8908582
"3306",66,46,"2","F","Single",58.82300028
"6021",21,2,"2","F","Married",321.5083476
"6909",53,34,"2","F","Married",282.4691551
"2051",27,8,"1","M","Single",540.7363438
"4153",68,49,"2","M","Single",305.6524736
"15229",41,22,"4","F","Single",513.0333792
"2077",50,33,"1","F","Married",232.0329603
"15146",37,18,"4","F","Single",446.8091657
"2395",62,43,"1","F","Married",62.94165861
"7964",18,0,"3","M","Single",828.2996803
"4427",68,51,"2","F","Single",388.1607412
"1699",64,44,"1","F","Married",114.6509439
"15232",28,8,"4","F","Married",332.7544088
"12747",16,0,"3","M","Single",1326.426656
"13637",19,0,"4","M","Single",756.3925763
"5222",32,14,"2","F","Single",360.9385688
"11296",26,7,"3","M","Married",340.8476184
"7874",57,40,"3","M","Single",435.9986149
"8785",54,33,"3","M","Married",397.8113762
"1410",67,50,"1","M","Married",299.5960275
"2650",57,40,"2","M","Married",404.6666799
"10824",21,4,"3","M","Single",1095.189428
"3534",25,8,"2","F","Single",507.1576806
"13901",60,40,"4","M","Single",218.8113795
"14329",38,17,"4","M","Single",488.8218131
"15030",31,14,"4","M","Single",390.7308708
"5615",68,49,"2","M","Married",291.3346239
"11116",60,41,"3","M","Single",51.29370383
"5297",17,0,"2","F","Single",343.6331572
"3823",65,45,"2","M","Married",97.54387268
"12058",19,1,"3","F","Single",503.3603026
"13827",37,20,"4","F","Married",270.0050947
"6451",63,46,"2","F","Married",102.0848918
"10443",67,46,"3","M","Married",248.5982222
"13304",48,28,"4","M","Married",347.283444
"3074",35,16,"2","F","Married",330.0194831
"7412",24,5,"2","F","Married",292.2321227
"8445",58,39,"3","M","Married",712.510153
"3674",32,15,"2","M","Single",471.2372417
"12480",70,50,"3","F","Single",233.6415368
"11763",25,8,"3","M","Single",795.014178
"4075",22,3,"2","M","Married",1025.776072
"10854",47,28,"3","F","Married",455.4233876
"5019",51,32,"2","F","Single",206.9912785
"395",67,48,"1","F","Married",165.6764223
"3938",24,5,"2","F","Married",204.3831549
"4585",31,14,"2","M","Married",474.1045373
"14177",70,49,"4","F","Single",543.7224607
"6698",18,0,"2","M","Single",463.1947126
"14663",36,19,"4","F","Single",783.342
"15157",69,49,"4","F","Married",162.843711
"5216",61,44,"2","M","Married",214.3767328
"12995",63,46,"4","F","Single",147.9328623
"261",25,8,"1","F","Married",328.8843527
"1295",44,27,"1","M","Married",394.6713476
"10303",42,23,"3","M","Single",476.9330893
"5084",68,50,"2","M","Married",164.8240283
"13709",22,5,"4","M","Married",213.8804476
"2548",20,2,"2","M","Single",619.4805931
"10562",49,31,"3","F","Single",404.7783083
"2779",55,34,"2","F","Married",247.3008553
"1517",65,44,"1","M","Married",337.486374
"4265",69,50,"2","F","Married",244.1751053
"2109",32,14,"1","M","Single",387.2409986
"776",70,52,"1","M","Married",157.3571743
"8671",17,0,"3","M","Single",619.9914755
"2129",69,52,"1","F","Married",122.2172897
"2016",22,5,"1","M","Married",157.9683334
"13152",65,47,"4","M","Married",84.94993314
"3282",27,10,"2","M","Married",219.9800089
"10869",50,33,"3","F","Married",339.9036379
"5693",68,48,"2","F","Married",78.37664648
"1611",16,0,"1","F","Married",329.0441386
"8079",16,0,"3","M","Single",1083.622202
"14118",59,39,"4","M","Married",473.3197121
"10436",69,52,"3","M","Single",365.3308447
"13951",17,0,"4","F","Married",272.2854661
"14420",39,20,"4","F","Single",474.0969887
"12832",20,1,"4","F","Married",343.2462723
"14639",43,22,"4","M","Married",355.3785351
"13626",50,32,"4","F","Single",396.5585999
"1198",59,38,"1","F","Single",490.0252621
"8382",23,6,"3","M","Married",343.7103014
"8149",70,50,"3","F","Married",184.4794014
"12883",42,24,"4","M","Single",263.4834406
"145",25,7,"1","F","Single",422.6834837
"14763",61,43,"4","M","Married",43.22105671
"2965",30,10,"2","F","Single",377.3268283
"13890",68,47,"4","F","Married",323.3339868
"742",66,49,"1","F","Married",499.0903996
"7021",62,45,"2","M","Married",307.2162304
"8169",20,3,"3","M","Single",1003.986869
"5070",20,1,"2","F","Single",1281.070759
"13884",23,4,"4","F","Single",555.6394366
"9296",26,5,"3","M","Married",639.0417596
"5371",62,43,"2","F","Married",142.728526
"10368",34,14,"3","F","Married",132.8603678
"12644",41,24,"3","F","Single",442.1138921
"14953",65,46,"4","M","Single",237.4197455
"2406",60,39,"1","M","Single",274.194428
"7920",29,12,"3","M","Single",812.2876834
"12367",61,43,"3","M","Married",519.7360058
"12202",21,2,"3","M","Married",465.5588706
"7536",29,12,"2","M","Married",515.4020847
"2710",17,0,"2","F","Single",604.4759269
"52",56,36,"1","M","Single",448.7108596
"4178",21,2,"2","F","Single",579.6378969
"5916",51,33,"2","F","Single",165.9665931
"4376",68,51,"2","F","Single",135.8270226
"5112",61,44,"2","F","Married",58.570891
"2260",62,43,"1","F","Married",47.90406835
"2863",43,23,"2","F","Married",337.2904711
"11377",33,14,"3","M","Single",915.5152136
"12022",69,52,"3","F","Married",194.7009916
"4138",63,46,"2","F","Single",202.8723728
"9638",21,2,"3","M","Married",432.7997392
"491",21,4,"1","F","Single",772.0719204
"6312",35,17,"2","M","Single",938.6415736
"4882",52,31,"2","M","Single",393.3277765
"13271",69,48,"4","F","Single",32.46081575
"1833",67,48,"1","M","Single",224.8441035
"6268",26,9,"2","F","Single",376.9055765
"10952",44,23,"3","M","Married",639.7393753
"8809",68,50,"3","F","Single",197.0621961
"14458",23,6,"4","M","Single",682.0951784
"5075",67,49,"2","M","Single",171.9947345
"3035",59,38,"2","F","Married",250.5868113
"3925",27,9,"2","M","Married",387.3510246
"1514",46,26,"1","M","Single",388.1507245
"13628",61,40,"4","M","Single",339.1459945
"2669",52,31,"2","M","Single",456.8647913
"9331",69,48,"3","M","Married",720.9926207
"2490",69,48,"1","F","Single",219.9773419
"7261",25,7,"2","M","Married",442.7372903
"668",43,25,"1","F","Married",439.646889
"3659",31,12,"2","M","Married",649.6232377
"2146",65,48,"1","F","Married",174.8904686
"8672",46,29,"3","F","Married",309.8248095
"10416",45,25,"3","F","Married",166.4743347
"3167",68,47,"2","F","Married",84.54595559
"4070",62,44,"2","M","Married",127.3617176
"1543",26,7,"1","M","Married",562.2875351
"15149",17,0,"4","M","Married",330.6429977
"7586",68,51,"2","F","Married",55.03064026
"12726",58,39,"3","M","Single",734.156536
"6217",63,45,"2","F","Married",246.368989
"6525",16,0,"2","M","Married",520.5728419
"14645",20,2,"4","F","Married",278.7454211
"2547",29,12,"2","F","Married",306.3115973
"2866",69,49,"2","F","Married",189.0142535
"13186",40,22,"4","F","Married",327.2693144
"3677",36,15,"2","M","Single",399.6292212
"14797",23,4,"4","M","Married",562.4550285
"8272",33,16,"3","M","Single",391.3119538
"11427",30,11,"3","F","Single",363.7587341
"6460",61,43,"2","M","Married",37.96323838
"92",24,6,"1","M","Single",413.8328632
"12113",44,23,"3","M","Single",213.6662321
"4204",47,27,"2","M","Married",345.3103834
"13555",18,1,"4","F","Married",268.6742597
"10147",21,4,"3","F","Married",463.5494703
"2900",25,8,"2","M","Single",682.7733509
"13698",23,5,"4","F","Married",262.3792553
"13686",56,37,"4","F","Married",188.5005846
"2443",44,24,"1","F","Married",556.3332589
"1321",50,32,"1","F","Married",378.3183766
"12669",65,47,"3","M","Single",158.4413402
"5212",65,45,"2","F","Single",318.5919676
"11340",33,14,"3","F","Married",568.1035644
"4128",64,47,"2","F","Single",44.15410129
"12177",70,49,"3","F","Married",240.2148339
"12347",68,49,"3","M","Single",256.3954396
"7372",51,31,"2","F","Single",613.5126653
"2615",31,11,"2","F","Married",596.7270258
"5201",19,2,"2","F","Single",207.188738
"443",63,45,"1","M","Married",138.3989724
"7556",38,18,"2","F","Married",347.8272596
"11049",18,1,"3","M","Single",1709.307889
"7325",54,37,"2","F","Married",264.5751093
"957",17,0,"1","F","Married",381.7838871
"11169",24,7,"3","F","Married",330.1407156
"1753",49,30,"1","M","Married",407.9761934
"11101",44,27,"3","F","Single",641.0551113
"6589",56,35,"2","F","Single",351.3018979
"14502",57,39,"4","F","Married",274.6941979
"13155",22,3,"4","F","Married",438.5915609
"4072",62,42,"2","F","Single",80.70565909
"5829",64,43,"2","F","Married",275.6702897
"11418",29,10,"3","F","Married",318.2893902
"13241",69,52,"4","F","Single",171.6213587
"11094",18,1,"3","M","Single",1073.046511
"3986",53,32,"2","M","Married",161.021328
"12842",58,37,"4","F","Single",371.9870649
"12983",52,32,"4","M","Married",124.7120567
"6393",41,20,"2","M","Married",373.5899538
"98",62,44,"1","F","Single",84.75366158
"6426",39,19,"2","M","Married",370.8280203
"12033",63,45,"3","M","Married",106.3036463
"14622",25,7,"4","F","Single",585.0701177
"15238",62,44,"4","F","Married",492.556772
"13751",21,2,"4","F","Single",490.7404258
"977",26,6,"1","F","Married",382.1026866
"11368",24,6,"3","F","Single",490.4523918
"11979",66,45,"3","M","Single",136.8656011
"3991",47,26,"2","F","Single",407.8200497
"11018",53,35,"3","M","Married",374.9234889
"1293",65,47,"1","F","Married",222.2934213
"4875",31,12,"2","F","Married",306.5892045
"1824",36,17,"1","M","Single",522.412567
"2354",46,28,"1","M","Single",395.3882725
"10361",58,38,"3","M","Married",664.6459222
"9483",26,7,"3","M","Married",297.3700277
"1355",16,0,"1","M","Single",335.6097647
"4408",68,51,"2","M","Single",69.87144406
"4789",51,32,"2","F","Married",476.4940151
"11236",25,7,"3","F","Single",396.0988181
"4463",69,51,"2","F","Single",54.54551587
"14126",23,4,"4","F","Single",260.7504228
"8858",19,1,"3","M","Married",207.4152565
"2838",28,9,"2","M","Single",510.2597547
"13942",66,49,"4","F","Single",44.949165
"9085",17,0,"3","M","Married",442.1200214
"97",48,27,"1","M","Single",574.8216925
"10201",19,1,"3","M","Married",516.6382649
"2535",25,8,"2","M","Single",845.9031137
"4515",61,42,"2","F","Single",187.5365645
"3980",18,0,"2","M","Married",200.0279099
"13596",21,3,"4","M","Single",1662.706358
"12114",54,34,"3","F","Married",332.4973352
"8491",55,37,"3","F","Married",137.0154322
"3831",44,25,"2","M","Single",598.4781604
"11906",66,46,"3","M","Single",92.48026347
"8607",46,25,"3","M","Single",185.0649027
"6250",56,39,"2","M","Married",361.756353
"10199",46,28,"3","M","Single",157.0372217
"12316",23,5,"3","M","Single",1068.707903
"9412",16,0,"3","M","Single",711.6021736
"14155",51,31,"4","M","Single",1061.157458
"9258",18,1,"3","F","Single",469.0238476
"15059",28,8,"4","M","Single",165.5921294
"4446",67,49,"2","F","Married",207.7536776
"13894",53,34,"4","F","Single",396.7072453
"13446",18,0,"4","M","Single",1201.320791
"3410",25,6,"2","F","Married",166.2965953
"11038",27,8,"3","F","Single",383.9293078
"153",43,22,"1","M","Single",383.0935474
"10903",39,18,"3","F","Married",513.8101821
"13503",23,6,"4","F","Married",428.0332128
"587",62,44,"1","M","Married",31.83119043
"7232",65,44,"2","M","Married",193.5785778
"1492",60,42,"1","F","Single",36.43842415
"3353",63,45,"2","F","Married",13.90110971
"13580",63,46,"4","F","Married",54.38544048
"8955",57,40,"3","M","Married",394.7196274
"6206",49,30,"2","F","Single",185.759338
"8406",20,3,"3","F","Single",528.9670284
"4021",63,42,"2","M","Single",100.8304387
"6860",25,6,"2","M","Single",1313.38813
"13289",45,28,"4","F","Single",441.6952086
"5138",24,7,"2","F","Single",349.4374446
"8758",49,30,"3","F","Single",465.2037594
"2829",61,42,"2","F","Married",623.7921552
"2975",63,45,"2","M","Married",366.5280661
"14452",47,29,"4","M","Married",401.0545251
"13315",57,38,"4","M","Married",341.6449796
"10955",62,41,"3","M","Married",334.48129
"9787",68,49,"3","F","Single",124.1052986
"3730",47,26,"2","F","Single",370.577407
"1170",31,13,"1","M","Single",600.2850832
"2268",59,40,"1","M","Single",427.2013464
"11879",43,23,"3","M","Single",410.3537401
"9656",46,26,"3","F","Single",308.2932183
"8088",23,5,"3","F","Single",349.2956825
"6783",19,2,"2","M","Married",390.4570927
"12677",66,49,"3","M","Married",282.3446176
"1780",68,50,"1","F","Married",153.9380961
"13916",16,0,"4","M","Single",778.2249222
"8005",61,41,"3","M","Married",29.64896138
"14791",16,0,"4","F","Married",361.4998505
"5095",39,19,"2","F","Married",317.1897689
"7226",44,26,"2","M","Married",117.5247355
"7728",60,42,"3","M","Single",110.973556
"10041",54,34,"3","M","Married",343.9026776
"5055",60,43,"2","M","Married",122.9757014
"6841",39,18,"2","F","Single",166.9814039
"4627",62,43,"2","F","Married",62.914229
"2855",39,20,"2","F","Single",366.7958778
"5203",62,45,"2","F","Single",360.3568235
"5718",49,30,"2","M","Single",366.6215454
"6405",18,0,"2","F","Married",177.2984363
"9277",64,46,"3","M","Single",77.55603969
"2628",70,53,"2","F","Married",67.1244936
"2568",16,0,"2","M","Single",942.5701269
"2484",62,42,"1","F","Married",139.802146
"12768",45,28,"3","F","Single",382.325365
"13720",22,5,"4","M","Married",337.3874253
"5507",69,52,"2","F","Single",19.1986151
"3616",68,50,"2","M","Married",93.95976672
"12116",34,16,"3","F","Single",223.4797734
"2972",49,32,"2","F","Married",462.4542071
"6051",60,41,"2","M","Single",162.5575411
"10731",22,4,"3","F","Single",537.3387366
"1311",16,0,"1","M","Single",855.2744104
"795",37,18,"1","M","Married",400.3321226
"739",61,43,"1","M","Single",89.22649655
"9721",20,3,"3","M","Single",1106.820353
"9401",49,28,"3","F","Single",392.0745558
"7675",20,3,"2","M","Married",357.6863146
"12754",44,24,"3","M","Single",845.6608289
"6682",64,46,"2","F","Married",55.11078038
"3347",66,47,"2","F","Single",46.50032692
"6234",31,10,"2","F","Single",344.0389435
"10749",39,19,"3","F","Married",282.542256
"1203",37,19,"1","M","Married",377.0143389
"15220",48,30,"4","F","Single",382.6662277
"8399",65,48,"3","F","Single",236.0982174
"10348",70,49,"3","F","Single",159.5136816
"6278",42,22,"2","M","Single",450.9084701
"5573",26,9,"2","F","Married",193.3558559
"14718",36,16,"4","F","Married",605.7083676
"3826",18,0,"2","M","Married",695.3406506
"14262",56,37,"4","M","Married",186.985364
"2979",66,47,"2","M","Married",241.7737035
"939",61,44,"1","M","Single",414.6447652
"7023",52,33,"2","M","Single",507.8694992
"13705",22,5,"4","M","Married",243.5247613
"12822",68,49,"4","F","Married",102.7367941
"1272",23,4,"1","M","Married",365.5849778
"8730",59,39,"3","F","Single",396.6264869
"12559",44,24,"3","F","Single",453.0593091
"14629",40,22,"4","M","Married",530.8373756
"10018",20,3,"3","F","Single",415.7713599
"4310",48,28,"2","M","Single",563.4226944
"4187",63,45,"2","F","Married",648.5628976
"12087",39,18,"3","F","Married",313.0405547
"15158",28,11,"4","F","Married",291.9148536
"7631",19,0,"2","M","Married",191.6044838
"13958",23,6,"4","M","Single",500.059073
"1863",16,0,"1","M","Single",1278.510959
"4413",24,7,"2","M","Married",491.8858119
